application_id,customer_id,application_date,channel,applicant_age,employment_type,housing_status,annual_income,credit_score,risk_tier,debt_to_income_ratio,loan_purpose,loan_amount,loan_term_months,interest_rate_pct,final_stage_reached,application_status,portfolio_loan_status,outstanding_balance,total_funnel_duration_hours
APP-002857,CUST-002857,2024-09-05,Direct Web,31,Full-Time,Mortgage,89714,784,Tier A (Excellent),0.491,Personal,32500,36,9.92,Document Verification,Credit Declined,Declined_Credit,0.0,24.26
APP-002858,CUST-002858,2023-06-06,Affiliate Partner,52,Full-Time,Mortgage,25052,706,Tier B (Good),0.221,Home Improvement,28500,36,10.91,Disbursed,Active/Funded,Current (Good Standing),15833.33,106.25
APP-002859,CUST-002859,2024-06-22,Mobile App,36,Self-Employed,Mortgage,81881,720,Tier B (Good),0.393,Personal,26000,36,11.84,Disbursed,Active/Funded,Current (Good Standing),23111.11,127.02
APP-002860,CUST-002860,2022-01-27,Affiliate Partner,40,Full-Time,Mortgage,126536,786,Tier A (Excellent),0.398,Debt Consolidation,12500,36,9.34,Disbursed,Active/Funded,Current (Good Standing),1041.67,96.61
APP-002861,CUST-002861,2024-05-06,Mobile App,42,Full-Time,Rent,32600,755,Tier A (Excellent),0.37,Debt Consolidation,21000,60,8.81,Disbursed,Active/Funded,Current (Good Standing),19250.0,105.11
APP-002862,CUST-002862,2023-06-02,Direct Web,58,Full-Time,Mortgage,28238,635,Tier D (Subprime),0.24,Personal,21000,60,20.69,Disbursed,Active/Funded,Delinquent (30-59 DPD),18521.82,93.81
APP-002863,CUST-002863,2023-12-13,Direct Web,22,Full-Time,Mortgage,45915,665,Tier C (Fair),0.294,Debt Consolidation,28500,36,15.4,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,36.53
APP-002864,CUST-002864,2024-08-31,Direct Web,31,Full-Time,Mortgage,32183,801,Tier A (Excellent),0.25,Personal,20500,60,7.79,Disbursed,Active/Funded,Current (Good Standing),20158.33,121.76
APP-002865,CUST-002865,2024-06-10,Mobile App,55,Full-Time,Mortgage,69277,668,Tier C (Fair),0.13,Personal,31500,60,14.76,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,12.26
APP-002866,CUST-002866,2023-10-20,Mobile App,21,Full-Time,Rent,23960,670,Tier C (Fair),0.423,Debt Consolidation,26000,36,16.7,Disbursed,Active/Funded,Delinquent (30-59 DPD),17608.51,96.28
APP-002867,CUST-002867,2022-01-05,Mobile App,46,Full-Time,Mortgage,87964,633,Tier D (Subprime),0.356,Personal,37500,60,21.86,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,36.87
APP-002868,CUST-002868,2023-06-17,Mobile App,42,Full-Time,Mortgage,82239,604,Tier D (Subprime),0.458,Debt Consolidation,18500,60,22.99,Disbursed,Active/Funded,Current (Good Standing),13566.67,105.93
APP-002869,CUST-002869,2022-04-10,Mobile App,43,Self-Employed,Mortgage,45496,646,Tier C (Fair),0.304,Personal,24000,60,15.8,Disbursed,Active/Funded,Current (Good Standing),12000.0,127.49
APP-002870,CUST-002870,2022-01-26,Direct Web,38,Full-Time,Rent,32443,730,Tier B (Good),0.117,Debt Consolidation,21000,60,10.57,Disbursed,Active/Funded,Current (Good Standing),9450.0,102.24
APP-002871,CUST-002871,2024-01-24,Affiliate Partner,42,Full-Time,Rent,41661,672,Tier C (Fair),0.271,Debt Consolidation,14000,36,15.27,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,25.07
APP-002872,CUST-002872,2023-05-20,Direct Web,31,Part-Time,Rent,50207,591,Tier D (Subprime),0.069,Personal,21500,36,20.15,Credit Approved,Offer Declined,Offer_Rejected,0.0,91.16
APP-002873,CUST-002873,2023-11-27,Direct Web,47,Full-Time,Mortgage,44513,656,Tier C (Fair),0.305,Debt Consolidation,31000,36,15.62,Disbursed,Active/Funded,Current (Good Standing),21527.78,115.9
APP-002874,CUST-002874,2022-08-11,Broker Aggregator,47,Full-Time,Mortgage,27218,578,Tier E (Deep Subprime),0.332,Debt Consolidation,33000,36,29.36,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,10.79
APP-002875,CUST-002875,2024-07-18,Direct Web,36,Full-Time,Own,48262,579,Tier E (Deep Subprime),0.075,Personal,25000,36,26.99,Document Verification,Credit Declined,Declined_Credit,0.0,39.69
APP-002876,CUST-002876,2023-01-08,Direct Web,44,Unemployed,Mortgage,18000,783,Tier A (Excellent),0.47,Debt Consolidation,20000,60,9.64,Lead Captured,Abandoned,Incomplete,0.0,0.37
APP-002877,CUST-002877,2024-06-06,Mobile App,21,Full-Time,Rent,53445,574,Tier E (Deep Subprime),0.425,Debt Consolidation,16500,60,29.07,Document Verification,Credit Declined,Declined_Credit,0.0,59.5
APP-002878,CUST-002878,2023-12-17,Direct Web,43,Full-Time,Rent,44257,742,Tier B (Good),0.119,Small Business,36500,36,10.48,Disbursed,Active/Funded,Delinquent (60-89 DPD),27994.58,116.57
APP-002879,CUST-002879,2024-03-06,Mobile App,39,Full-Time,Mortgage,38886,751,Tier A (Excellent),0.201,Personal,21500,36,8.34,Lead Captured,Abandoned,Incomplete,0.0,1.98
APP-002880,CUST-002880,2023-01-16,Affiliate Partner,33,Self-Employed,Rent,112221,686,Tier C (Fair),0.173,Personal,18000,60,14.5,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,36.34
APP-002881,CUST-002881,2022-08-01,Direct Web,39,Full-Time,Mortgage,56549,678,Tier C (Fair),0.408,Debt Consolidation,36000,36,16.68,Document Verification,Credit Declined,Declined_Credit,0.0,33.38
APP-002882,CUST-002882,2023-08-31,Mobile App,54,Full-Time,Rent,33096,710,Tier B (Good),0.307,Personal,5500,60,10.92,Disbursed,Active/Funded,Current (Good Standing),4216.67,74.56
APP-002883,CUST-002883,2022-11-30,Direct Web,43,Full-Time,Mortgage,34688,728,Tier B (Good),0.313,Personal,23000,36,11.49,Disbursed,Active/Funded,Current (Good Standing),8305.56,90.34
APP-002884,CUST-002884,2023-07-21,Direct Web,40,Full-Time,Mortgage,76207,606,Tier D (Subprime),0.27,Personal,16500,36,21.66,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,35.93
APP-002885,CUST-002885,2022-10-06,Direct Web,43,Full-Time,Rent,38705,769,Tier A (Excellent),0.414,Home Improvement,18000,36,8.72,Credit Approved,Offer Declined,Offer_Rejected,0.0,141.45
APP-002886,CUST-002886,2024-01-03,Direct Web,38,Full-Time,Other,82249,692,Tier C (Fair),0.338,Debt Consolidation,13500,36,16.43,Disbursed,Active/Funded,Current (Good Standing),10125.0,136.71
APP-002887,CUST-002887,2022-03-19,Direct Web,50,Full-Time,Rent,57422,822,Tier A (Excellent),0.42,Debt Consolidation,6000,60,9.31,Disbursed,Active/Funded,Current (Good Standing),2900.0,77.99
APP-002888,CUST-002888,2024-01-21,Broker Aggregator,27,Part-Time,Other,42006,704,Tier B (Good),0.266,Personal,16500,36,10.98,Disbursed,Active/Funded,Current (Good Standing),12375.0,116.47
APP-002889,CUST-002889,2023-04-15,Direct Web,43,Part-Time,Mortgage,18915,547,Tier E (Deep Subprime),0.153,Debt Consolidation,4000,36,28.47,Document Verification,Credit Declined,Declined_Credit,0.0,60.63
APP-002890,CUST-002890,2022-11-16,Direct Web,30,Full-Time,Rent,126738,572,Tier E (Deep Subprime),0.05,Home Improvement,27000,36,26.82,Document Verification,Credit Declined,Declined_Credit,0.0,69.62
APP-002891,CUST-002891,2022-08-12,Affiliate Partner,22,Part-Time,Rent,18000,697,Tier C (Fair),0.326,Small Business,24500,60,15.73,Lead Captured,Abandoned,Incomplete,0.0,2.95
APP-002892,CUST-002892,2022-08-27,Broker Aggregator,48,Part-Time,Rent,41920,672,Tier C (Fair),0.3,Personal,26500,36,15.5,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,17.3
APP-002893,CUST-002893,2022-04-19,Mobile App,23,Full-Time,Other,75469,666,Tier C (Fair),0.287,Debt Consolidation,11000,60,15.93,Document Verification,Credit Declined,Declined_Credit,0.0,51.51
APP-002894,CUST-002894,2022-12-21,Direct Web,47,Full-Time,Mortgage,52936,775,Tier A (Excellent),0.266,Personal,25000,36,8.69,Lead Captured,Abandoned,Incomplete,0.0,2.68
APP-002895,CUST-002895,2023-06-13,Mobile App,23,Full-Time,Mortgage,24877,662,Tier C (Fair),0.347,Small Business,7500,36,15.93,Lead Captured,Abandoned,Incomplete,0.0,1.16
APP-002896,CUST-002896,2024-09-20,Mobile App,39,Full-Time,Mortgage,62319,593,Tier D (Subprime),0.323,Personal,15000,60,21.89,Lead Captured,Abandoned,Incomplete,0.0,3.2
APP-002897,CUST-002897,2023-01-09,Direct Web,39,Part-Time,Mortgage,22405,693,Tier C (Fair),0.479,Debt Consolidation,25000,60,16.1,Lead Captured,Abandoned,Incomplete,0.0,3.29
APP-002898,CUST-002898,2022-09-08,Mobile App,58,Full-Time,Own,50056,541,Tier E (Deep Subprime),0.156,Debt Consolidation,13500,60,28.49,Credit Approved,Offer Declined,Offer_Rejected,0.0,102.23
APP-002899,CUST-002899,2024-03-01,Direct Web,37,Full-Time,Own,30004,776,Tier A (Excellent),0.257,Debt Consolidation,37500,60,7.79,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,22.27
APP-002900,CUST-002900,2024-10-19,Mobile App,52,Full-Time,Mortgage,53657,639,Tier D (Subprime),0.133,Home Improvement,19000,36,20.19,Disbursed,Active/Funded,Current (Good Standing),18472.22,87.96
APP-002901,CUST-002901,2023-08-24,Direct Web,26,Full-Time,Mortgage,46666,686,Tier C (Fair),0.138,Personal,15500,60,15.08,Disbursed,Active/Funded,Current (Good Standing),11883.33,100.79
APP-002902,CUST-002902,2024-05-25,Direct Web,35,Full-Time,Mortgage,65345,557,Tier E (Deep Subprime),0.445,Auto Refinance,24000,60,28.79,Document Verification,Credit Declined,Declined_Credit,0.0,53.61
APP-002903,CUST-002903,2023-12-16,Broker Aggregator,31,Contractor,Mortgage,20553,612,Tier D (Subprime),0.236,Auto Refinance,14500,36,21.67,Disbursed,Active/Funded,Current (Good Standing),10472.22,133.17
APP-002904,CUST-002904,2022-11-18,Affiliate Partner,29,Part-Time,Mortgage,18758,728,Tier B (Good),0.305,Debt Consolidation,31000,60,11.2,Disbursed,Active/Funded,Current (Good Standing),19116.67,102.03
APP-002905,CUST-002905,2023-10-16,Broker Aggregator,49,Full-Time,Mortgage,34503,668,Tier C (Fair),0.304,Personal,24500,60,16.01,Disbursed,Active/Funded,Current (Good Standing),19600.0,87.82
APP-002906,CUST-002906,2024-04-24,Affiliate Partner,23,Full-Time,Mortgage,33631,631,Tier D (Subprime),0.342,Debt Consolidation,7500,60,22.27,Disbursed,Active/Funded,Default / Charge-Off (90+ DPD),3305.44,60.57
APP-002907,CUST-002907,2024-09-11,Affiliate Partner,46,Full-Time,Rent,67024,791,Tier A (Excellent),0.358,Debt Consolidation,3500,60,9.56,Disbursed,Active/Funded,Current (Good Standing),3441.67,143.33
APP-002908,CUST-002908,2022-09-29,Broker Aggregator,35,Full-Time,Mortgage,37625,662,Tier C (Fair),0.336,Debt Consolidation,5000,36,15.24,Credit Approved,Offer Declined,Offer_Rejected,0.0,93.97
APP-002909,CUST-002909,2022-03-18,Affiliate Partner,61,Contractor,Rent,18000,777,Tier A (Excellent),0.402,Debt Consolidation,14500,60,8.87,Disbursed,Active/Funded,Current (Good Standing),7008.33,77.17
APP-002910,CUST-002910,2023-12-07,Direct Web,21,Full-Time,Rent,34271,555,Tier E (Deep Subprime),0.363,Debt Consolidation,18000,36,29.01,Document Verification,Credit Declined,Declined_Credit,0.0,51.76
APP-002911,CUST-002911,2024-08-18,Affiliate Partner,31,Full-Time,Mortgage,62405,567,Tier E (Deep Subprime),0.289,Debt Consolidation,36500,60,28.9,Document Verification,Credit Declined,Declined_Credit,0.0,67.42
APP-002912,CUST-002912,2023-03-24,Mobile App,37,Full-Time,Rent,106909,727,Tier B (Good),0.396,Debt Consolidation,10500,36,11.63,Disbursed,Active/Funded,Current (Good Standing),4958.33,124.69
APP-002913,CUST-002913,2023-10-24,Mobile App,52,Full-Time,Mortgage,74329,790,Tier A (Excellent),0.49,Home Improvement,21000,60,9.46,Document Verification,Credit Declined,Declined_Credit,0.0,41.83
APP-002914,CUST-002914,2022-06-14,Mobile App,33,Part-Time,Other,41227,628,Tier D (Subprime),0.253,Home Improvement,18500,36,21.78,Disbursed,Active/Funded,Current (Good Standing),4111.11,114.67
APP-002915,CUST-002915,2022-04-08,Mobile App,38,Full-Time,Mortgage,40613,664,Tier C (Fair),0.322,Debt Consolidation,15500,36,15.9,Document Verification,Credit Declined,Declined_Credit,0.0,43.89
APP-002916,CUST-002916,2022-02-02,Direct Web,42,Full-Time,Mortgage,34734,627,Tier D (Subprime),0.36,Personal,22000,60,22.56,Lead Captured,Abandoned,Incomplete,0.0,3.3
APP-002917,CUST-002917,2024-07-07,Mobile App,33,Full-Time,Own,60864,647,Tier C (Fair),0.351,Home Improvement,26500,60,15.27,Disbursed,Active/Funded,Current (Good Standing),25175.0,124.56
APP-002918,CUST-002918,2023-02-18,Direct Web,21,Unemployed,Mortgage,28368,550,Tier E (Deep Subprime),0.4,Debt Consolidation,25500,60,28.7,Document Verification,Credit Declined,Declined_Credit,0.0,46.63
APP-002919,CUST-002919,2024-02-23,Direct Web,21,Part-Time,Rent,33161,732,Tier B (Good),0.209,Personal,13500,60,10.76,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,29.9
APP-002920,CUST-002920,2024-01-09,Direct Web,56,Unemployed,Mortgage,18000,598,Tier D (Subprime),0.209,Debt Consolidation,15500,36,20.86,Document Verification,Credit Declined,Declined_Credit,0.0,50.66
APP-002921,CUST-002921,2022-05-20,Direct Web,36,Full-Time,Mortgage,47741,667,Tier C (Fair),0.521,Small Business,31000,60,16.28,Document Verification,Credit Declined,Declined_Credit,0.0,39.88
APP-002922,CUST-002922,2024-06-19,Affiliate Partner,53,Part-Time,Rent,28205,608,Tier D (Subprime),0.242,Debt Consolidation,8000,60,20.97,Document Verification,Credit Declined,Declined_Credit,0.0,58.43
APP-002923,CUST-002923,2023-02-23,Mobile App,41,Full-Time,Own,70220,562,Tier E (Deep Subprime),0.316,Auto Refinance,26000,36,28.95,Lead Captured,Abandoned,Incomplete,0.0,1.38
APP-002924,CUST-002924,2024-10-26,Direct Web,29,Self-Employed,Mortgage,48642,756,Tier A (Excellent),0.206,Personal,36500,36,8.01,Disbursed,Active/Funded,Current (Good Standing),35486.11,82.76
APP-002925,CUST-002925,2022-08-12,Mobile App,24,Full-Time,Mortgage,68098,585,Tier D (Subprime),0.303,Personal,19000,60,22.18,Document Verification,Credit Declined,Declined_Credit,0.0,49.8
APP-002926,CUST-002926,2023-11-14,Mobile App,49,Full-Time,Rent,42288,620,Tier D (Subprime),0.342,Debt Consolidation,24000,36,22.01,Document Verification,Credit Declined,Declined_Credit,0.0,54.2
APP-002927,CUST-002927,2022-07-03,Mobile App,37,Full-Time,Mortgage,75068,548,Tier E (Deep Subprime),0.063,Personal,24500,60,27.53,Lead Captured,Abandoned,Incomplete,0.0,1.28
APP-002928,CUST-002928,2022-09-16,Mobile App,36,Full-Time,Rent,97103,640,Tier C (Fair),0.187,Personal,31500,36,14.83,Lead Captured,Abandoned,Incomplete,0.0,3.5
APP-002929,CUST-002929,2022-11-08,Mobile App,33,Self-Employed,Rent,49576,595,Tier D (Subprime),0.451,Personal,12500,60,22.05,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,25.43
APP-002930,CUST-002930,2022-03-17,Direct Web,41,Full-Time,Mortgage,59531,591,Tier D (Subprime),0.288,Personal,26000,36,21.49,Document Verification,Credit Declined,Declined_Credit,0.0,37.37
APP-002931,CUST-002931,2022-11-25,Direct Web,47,Unemployed,Own,19172,669,Tier C (Fair),0.132,Auto Refinance,37500,60,14.92,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,33.13
APP-002932,CUST-002932,2024-06-22,Broker Aggregator,42,Full-Time,Mortgage,63771,773,Tier A (Excellent),0.65,Personal,14500,36,10.63,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,24.99
APP-002933,CUST-002933,2023-04-15,Mobile App,41,Full-Time,Rent,114944,620,Tier D (Subprime),0.275,Small Business,41000,60,21.03,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,24.17
APP-002934,CUST-002934,2024-05-12,Direct Web,41,Self-Employed,Mortgage,128988,740,Tier B (Good),0.302,Small Business,15500,36,11.44,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,39.29
APP-002935,CUST-002935,2023-06-20,Mobile App,48,Full-Time,Rent,158405,650,Tier C (Fair),0.262,Small Business,15000,36,15.83,Credit Approved,Offer Declined,Offer_Rejected,0.0,76.98
APP-002936,CUST-002936,2023-02-11,Mobile App,34,Self-Employed,Mortgage,70862,756,Tier A (Excellent),0.424,Debt Consolidation,17500,60,9.61,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,27.18
APP-002937,CUST-002937,2023-09-27,Mobile App,31,Full-Time,Mortgage,48563,610,Tier D (Subprime),0.152,Debt Consolidation,10500,60,21.31,Document Verification,Credit Declined,Declined_Credit,0.0,78.17
APP-002938,CUST-002938,2023-01-11,Direct Web,21,Full-Time,Mortgage,62612,735,Tier B (Good),0.265,Personal,10500,60,11.0,Credit Approved,Offer Declined,Offer_Rejected,0.0,143.31
APP-002939,CUST-002939,2023-10-01,Broker Aggregator,22,Self-Employed,Rent,36691,708,Tier B (Good),0.246,Personal,17000,60,10.32,Disbursed,Active/Funded,Current (Good Standing),13316.67,129.5
APP-002940,CUST-002940,2023-10-29,Mobile App,30,Self-Employed,Mortgage,60275,564,Tier E (Deep Subprime),0.337,Personal,8500,60,28.41,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,31.28
APP-002941,CUST-002941,2022-09-23,Mobile App,37,Full-Time,Other,71365,776,Tier A (Excellent),0.28,Personal,19000,36,8.56,Disbursed,Active/Funded,Current (Good Standing),5805.56,109.43
APP-002942,CUST-002942,2022-01-10,Mobile App,43,Full-Time,Rent,90909,688,Tier C (Fair),0.439,Small Business,14500,60,16.22,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,21.68
APP-002943,CUST-002943,2022-12-27,Direct Web,38,Full-Time,Rent,41110,597,Tier D (Subprime),0.331,Home Improvement,35500,36,22.39,Lead Captured,Abandoned,Incomplete,0.0,1.72
APP-002944,CUST-002944,2022-01-22,Mobile App,29,Full-Time,Rent,22170,682,Tier C (Fair),0.22,Personal,32500,36,15.47,Disbursed,Active/Funded,Current (Good Standing),2708.33,99.33
APP-002945,CUST-002945,2024-02-22,Direct Web,28,Full-Time,Rent,50387,648,Tier C (Fair),0.395,Personal,29000,60,15.9,Disbursed,Active/Funded,Current (Good Standing),25133.33,93.44
APP-002946,CUST-002946,2022-10-11,Mobile App,32,Self-Employed,Own,70151,725,Tier B (Good),0.188,Debt Consolidation,21500,36,10.21,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,21.46
APP-002947,CUST-002947,2023-03-09,Direct Web,30,Full-Time,Own,67911,763,Tier A (Excellent),0.222,Home Improvement,13500,36,8.58,Disbursed,Active/Funded,Current (Good Standing),6375.0,102.08
APP-002948,CUST-002948,2023-05-26,Direct Web,28,Full-Time,Own,33973,850,Tier A (Excellent),0.31,Debt Consolidation,33000,60,8.69,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,30.28
APP-002949,CUST-002949,2022-05-04,Mobile App,29,Full-Time,Rent,39262,574,Tier E (Deep Subprime),0.341,Debt Consolidation,11500,36,28.31,Lead Captured,Abandoned,Incomplete,0.0,3.27
APP-002950,CUST-002950,2022-05-26,Mobile App,54,Part-Time,Mortgage,21204,786,Tier A (Excellent),0.318,Personal,25000,36,8.22,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,33.7
APP-002951,CUST-002951,2022-11-02,Mobile App,25,Full-Time,Mortgage,55217,835,Tier A (Excellent),0.494,Auto Refinance,10000,36,9.09,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,7.03
APP-002952,CUST-002952,2022-11-16,Direct Web,38,Full-Time,Rent,33406,627,Tier D (Subprime),0.334,Debt Consolidation,28000,36,21.69,Disbursed,Active/Funded,Current (Good Standing),10111.11,87.91
APP-002953,CUST-002953,2023-08-14,Direct Web,21,Full-Time,Mortgage,47851,674,Tier C (Fair),0.191,Home Improvement,23500,60,14.61,Disbursed,Active/Funded,Current (Good Standing),18016.67,110.05
APP-002954,CUST-002954,2023-09-02,Direct Web,41,Full-Time,Rent,30026,679,Tier C (Fair),0.332,Home Improvement,5500,60,15.75,Disbursed,Active/Funded,Current (Good Standing),4308.33,116.17
APP-002955,CUST-002955,2022-04-20,Direct Web,39,Self-Employed,Own,22717,611,Tier D (Subprime),0.324,Home Improvement,8500,36,22.16,Document Verification,Credit Declined,Declined_Credit,0.0,58.32
APP-002956,CUST-002956,2023-10-12,Direct Web,32,Full-Time,Mortgage,41615,692,Tier C (Fair),0.19,Personal,28500,36,14.65,Document Verification,Credit Declined,Declined_Credit,0.0,60.4
APP-002957,CUST-002957,2022-05-24,Direct Web,25,Full-Time,Mortgage,81974,469,Tier E (Deep Subprime),0.412,Auto Refinance,32000,60,29.69,Lead Captured,Abandoned,Incomplete,0.0,3.72
APP-002958,CUST-002958,2022-06-17,Broker Aggregator,35,Full-Time,Own,47788,733,Tier B (Good),0.43,Debt Consolidation,21500,60,12.02,Disbursed,Active/Funded,Current (Good Standing),11466.67,136.24
APP-002959,CUST-002959,2024-04-13,Mobile App,44,Full-Time,Rent,55263,638,Tier D (Subprime),0.239,Debt Consolidation,24500,36,20.88,Disbursed,Active/Funded,Default / Charge-Off (90+ DPD),10605.78,93.39
